tld,urlLen,domainlength,fileNameLen,pathurlRatio,NumberofDotsinURL,Query_DigitCount,LongestPathTokenLength,delimeter_Domain,delimeter_path,SymbolCount_Domain,Entropy_URL,Entropy_Domain,count_hyphen,count_slash,count_question_mark,count_equal,count_at,count_excl,count_tilde,count_comma,count_plus,count_star,count_hash,count_dollar,class
2,21,6,0,0,2,0,0,0,0,0,2.25,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.947702779,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,3.121928095,2.807354922,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,23,5,0,0,3,0,0,0,0,0,2.641604168,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.5,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.807354922,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.663532755,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,2.855388542,2.947702779,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.807354922,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,17,2,0,0,2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,2.918295834,2.947702779,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.521640636,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.39274741,2.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.947702779,1.29248125,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,19,4,0,0,2,0,0,0,0,0,2.584962501,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.503258335,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.521640636,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.947702779,2.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,19,3,0,0,2,0,0,0,0,0,2.251629167,1.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,3.084962501,2.725480557,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.845350937,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.845350937,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,31,15,0,0,2,0,0,0,0,0,3.281036113,3.323231429,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.095795255,2.5,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,3.169925001,2.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.845350937,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.39274741,3.121928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,24,6,0,0,3,0,0,0,0,0,2.921928095,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.027169118,2.75,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.25,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.846439345,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.947702779,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.725480557,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.277613437,3,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,29,13,0,0,2,0,0,0,0,0,3.577819531,3.546593564,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,24,6,0,0,3,0,0,0,0,0,2.646439345,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,28,5,0,0,3,0,0,0,0,0,3.039148672,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,3.251629167,2.725480557,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,3,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,29,13,0,0,2,0,0,0,0,0,3.327819531,3.39274741,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,18,3,0,0,2,0,0,0,0,0,2.321928095,1.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.75,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,1.842370993,1,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.845350937,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,18,2,0,0,2,0,0,0,0,0,1.921928095,1,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,1.351644115,0.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.5,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,24,6,0,0,3,0,0,0,0,0,2.921928095,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.277613437,3,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.128085279,0.811278124,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.846439345,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,33,17,0,0,2,0,0,0,0,0,3.28418372,3.175123135,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.845350937,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,24,9,0,0,2,0,0,0,0,0,3.095795255,2.725480557,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.5,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.25,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.503258335,2.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,24,6,0,0,3,0,0,0,0,0,2.646439345,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.845350937,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.546593564,3.121928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.845350937,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,28,12,0,0,2,0,0,0,0,0,3.373557262,3.084962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.807354922,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,21,3,0,0,3,0,0,0,0,0,2.235926351,0.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.085055103,2.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,19,3,0,0,2,0,0,0,0,0,1.918295834,0.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.413088436,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.846439345,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,2.87314068,2.721928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,19,3,0,0,2,0,0,0,0,0,1.918295834,0.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,3.121928095,2.807354922,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.238901257,2.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,3,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,32,16,0,0,2,0,0,0,0,0,3.536886724,3.280639062,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.128085279,0.811278124,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,24,6,0,0,3,0,0,0,0,0,2.646439345,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,24,6,0,0,3,0,0,0,0,0,2.446439345,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,3,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.725480557,2.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,2.855388542,2.641604168,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,3.084962501,2.725480557,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.459431619,3,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,19,4,0,0,2,0,0,0,0,0,2.251629167,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,25,7,0,0,3,0,0,0,0,0,3.459431619,2.807354922,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.921928095,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.641604168,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,19,3,0,0,2,0,0,0,0,0,2.584962501,1.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,3.418295834,2.947702779,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.641604168,1.79248125,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,23,8,0,0,2,0,0,0,0,0,2.846439345,2.75,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,30,14,0,0,2,0,0,0,0,0,3.616874606,3.378783493,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,3.121928095,2.807354922,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.5,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,30,14,0,0,2,0,0,0,0,0,3.263933429,3.324862958,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,29,13,0,0,2,0,0,0,0,0,3.452819531,3.238901257,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.085055103,2.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,2.845350937,2.75,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.155639062,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.845350937,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,3.084962501,2.725480557,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,27,11,0,0,2,0,0,0,0,0,3.182005815,3.095795255,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.921928095,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,20,5,0,0,2,0,0,0,0,0,2.807354922,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,27,11,0,0,2,0,0,0,0,0,3.664497779,3.277613437,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.25,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.25,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.646439345,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,24,6,0,0,3,0,0,0,0,0,2.321928095,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.085055103,2.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.594906618,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.459431619,3,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,22,4,0,0,3,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.521640636,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,19,3,0,0,2,0,0,0,0,0,2.584962501,1.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,19,3,0,0,2,0,0,0,0,0,2.251629167,1.056641667,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,3.251629167,2.725480557,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.5,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,20,5,0,0,2,0,0,0,0,0,2.807354922,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.5,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.521640636,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.921928095,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,24,6,0,0,3,0,0,0,0,0,2.646439345,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.947702779,2.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.39274741,2.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
5,27,9,0,0,3,0,0,0,0,0,3.238901257,2.503258335,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,3,1.857542476,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,27,11,0,0,2,0,0,0,0,0,3.378783493,3.095795255,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.646439345,1.842370993,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.921928095,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.405639062,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,28,12,0,0,2,0,0,0,0,0,3.323231429,3.188721876,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,31,12,0,0,3,0,0,0,0,0,3.337175341,3.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.725480557,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.5,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,19,4,0,0,2,0,0,0,0,0,2.251629167,1.5,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.521640636,0,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.594906618,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.095795255,2.5,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.845350937,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.5,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.368522528,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.807354922,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.238901257,3.121928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,28,12,0,0,2,0,0,0,0,0,3.640223929,3.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,27,5,0,0,3,0,0,0,0,0,3.026986833,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.5,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,36,20,0,0,2,0,0,0,0,0,3.273349456,3.146439345,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.75,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,30,14,0,0,2,0,0,0,0,0,3.4548224,3.235926351,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.725480557,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,24,5,0,0,3,0,0,0,0,0,2.646439345,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,2.855388542,2.419381946,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,3.188721876,2.947702779,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,19,4,0,0,2,0,0,0,0,0,1.918295834,1,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.5,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.095795255,3,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.75,2.321928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,21,5,0,0,2,0,0,0,0,0,2.405639062,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.155639062,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,2.845350937,2.75,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.921928095,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,20,4,0,0,2,0,0,0,0,0,2.807354922,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.095795255,2.5,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.75,2.251629167,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.5,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.721928095,2.235926351,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.155639062,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,2.855388542,2.373266668,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,22,3,0,0,3,0,0,0,0,0,2.75,1.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,25,9,0,0,2,0,0,0,0,0,3.251629167,2.725480557,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.5,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,27,5,0,0,3,0,0,0,0,0,3.238901257,1.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,2.646439345,2.128085279,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,26,10,0,0,2,0,0,0,0,0,3.180832987,2.921928095,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,3.121928095,2.521640636,0,2,0,0,0,0,0,0,0,0,0,0,benign
4,25,8,0,0,2,0,0,0,0,0,3.251629167,3,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,23,7,0,0,2,0,0,0,0,0,3.121928095,2.807354922,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,22,6,0,0,2,0,0,0,0,0,2.725480557,2.584962501,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.25,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
3,24,8,0,0,2,0,0,0,0,0,3.277613437,2.75,0,2,0,0,0,0,0,0,0,0,0,0,benign
6,25,6,0,0,3,0,0,0,0,0,2.663532755,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,21,6,0,0,2,0,0,0,0,0,2.25,1.918295834,0,2,0,0,0,0,0,0,0,0,0,0,benign
2,19,4,0,0,2,0,0,0,0,0,2.584962501,2,0,2,0,0,0,0,0,0,0,0,0,0,benign
